,suites,rooms,dorms,bwc,parking_spaces,private_area,total_area,total,variation,apartment,floor,dream_property,mcmv,academic_regions,digital_fair,subtype_name,lot,block,tags,royalty_value,latitude,longitude,address.complete,address.street,address.number,address.neighborhood,address.city,address.uf,address.complement
481,0,,2,1,1,"60,00","92,00","200.000,00",0,13,1,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4084019,-51.9435994,"Rua Mandaguari, 402 - Zona 07, Maringá - PR",Rua Mandaguari,402,Zona 07,Maringá,PR,
482,0,,1,1,1,"58,73","0,00","200.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4073309,-51.9399746,"Rua Professor Itamar Orlando Soares, 89, 23 - Zona 07, Maringá - PR",Rua Professor Itamar Orlando Soares,89,Zona 07,Maringá,PR,23
483,1,,2,1,2,"70,87","0,00","200.000,00",0,,,0,0,0,False,Apartamento,,,[],1,-23.4209995,-51.9330558,"Rua Antônio Octávio Scramim,  - Zona 06, Maringá - PR",Rua Antônio Octávio Scramim,,Zona 06,Maringá,PR,
484,1,,1,1,1,"67,00","0,00","200.000,00",0,,,0,0,0,False,Apartamento,,,[],1,-23.4104957580566400000000000,-51.9304389953613300000000000,",  - Vila Santo Antônio, Maringá - PR",,,Vila Santo Antônio,Maringá,PR,
485,0,,1,1,1,"21,38","0,00","200.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4076219,-51.9393754,"Rua Professor Lauro Eduardo Werneck, 1023, 404 - Zona 07, Maringá - PR",Rua Professor Lauro Eduardo Werneck,1023,Zona 07,Maringá,PR,404
486,0,,1,1,1,"44,00","0,00","200.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4459022,-51.9798129,"Avenida Pioneiro Antonio Ruiz Saldanha, 1826 - Jardim das Estações, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,1826,Jardim das Estações,Maringá,PR,
487,0,1.0,0,1,1,"22,51","57,45","200.000,00",0,406,,0,0,0,False,Kitnet e Studio,,,[],0,,,"Rua Doutor Saulo Porto Virmond, 1064 - Chácara Paulista, Maringá - PR",Rua Doutor Saulo Porto Virmond,1064,Chácara Paulista,Maringá,PR,
488,0,,1,1,1,"35,81","42,78","200.000,00",0,14,,0,0,0,False,Kitnet e Studio,,,[],0,-23.44375315461877,-51.92853575497039,"Rua Assaí, 294 - Chácara Paulista, Maringá - PR",Rua Assaí,294,Chácara Paulista,Maringá,PR,
489,0,,2,1,1,"60,00","0,00","200.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4086631,-51.943407,"Rua Mandaguari, 402, 13 - Zona 07, Maringá - PR",Rua Mandaguari,402,Zona 07,Maringá,PR,13
490,0,,1,1,1,"22,00","600,00","205.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4117716,-51.9466873,", 629, 409 - Zona 07, Maringá - PR",,629,Zona 07,Maringá,PR,409
491,0,,2,1,1,"62,00","0,00","205.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4103095,-51.9455541,"Rua Bragança, 345 - Zona 07, Maringá - PR",Rua Bragança,345,Zona 07,Maringá,PR,
492,0,,2,1,1,"46,57","49,85","205.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4515461,-51.9107468,"Avenida José Alves Nendo, 1256, ap 02 bl 06 - Jardim São Silvestre, Maringá - PR",Avenida José Alves Nendo,1256,Jardim São Silvestre,Maringá,PR,ap 02 bl 06
493,1,,1,2,2,"71,00","0,00","205.000,00",0,403,4,0,0,0,False,Apartamento,,,"[{'name': 'Aceita permuta', 'order': 7}]",1,-23.4349609,-51.9109033,"Avenida Londrina, 702 - Zona 08, Maringá - PR",Avenida Londrina,702,Zona 08,Maringá,PR,
494,1,,0,1,1,"22,00","600,00","205.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4117716,-51.9466873,", 629, 407 - Zona 07, Maringá - PR",,629,Zona 07,Maringá,PR,407
495,0,,1,1,1,"21,50","33,60","205.000,00",0,203,,0,0,0,False,Kitnet e Studio,,,[],0,-23.4423481,-51.922733,"Rua Doutor Saulo Porto Virmond, 1064, ap 203 - Chácara Paulista, Maringá - PR",Rua Doutor Saulo Porto Virmond,1064,Chácara Paulista,Maringá,PR,ap 203
496,1,,0,1,1,"22,00","600,00","205.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4117716,-51.9466873,", 629, 304 - Zona 07, Maringá - PR",,629,Zona 07,Maringá,PR,304
497,0,,1,1,1,"41,00","50,00","207.000,00",0,,,0,1,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4235736,-51.9683989,"Rua Castro Alves, 728, zona 06 - Zona 06, Maringá - PR",Rua Castro Alves,728,Zona 06,Maringá,PR,zona 06
498,0,,2,1,1,"45,00","65,00","210.000,00",0,,5,0,0,0,False,Apartamento,,,[],0,-23.4551201,-51.9241275,"Rua Cantor Raul Seixas, 343 - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,
499,1,,1,1,2,"71,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4234301,-51.9602635,", 12 - Zona 06, Maringá - PR",,12,Zona 06,Maringá,PR,
500,0,,2,1,1,"45,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4541565,-51.9273719,", 15 - Jardim Ipanema, Maringá - PR",,15,Jardim Ipanema,Maringá,PR,
501,0,,2,1,1,"0,00","0,00","210.000,00",0,,2,0,0,0,False,Apartamento,,,[],0,-23.4062667,-51.9430077,"Rua Professor Itamar Orlando Soares, 421 - Zona 07, Maringá - PR",Rua Professor Itamar Orlando Soares,421,Zona 07,Maringá,PR,
502,0,,2,1,2,"0,00","52,26","210.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.40458370000001,-51.879664000000005,"Rua Pioneira Ondina Becker Vargas, 157 - Conjunto Habitacional Requião, Maringá - PR",Rua Pioneira Ondina Becker Vargas,157,Conjunto Habitacional Requião,Maringá,PR,
503,0,,3,1,1,"53,00","59,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,,,"Avenida Cerro Azul, 2438 - Jardim Novo Horizonte, Maringá - PR",Avenida Cerro Azul,2438,Jardim Novo Horizonte,Maringá,PR,
504,0,,2,1,1,"45,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.455682431530576,-51.92458475158996,"Rua Cantor Raul Seixas, 373, 503 - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,373,Jardim Ipanema,Maringá,PR,503
505,0,,2,1,1,"75,00","0,00","210.000,00",0,12,,0,0,0,False,Apartamento,,,[],0,-23.4069901,-51.9430695,"Rua Professor Oberon Floriano Dittert, 92 - Zona 07, Maringá - PR",Rua Professor Oberon Floriano Dittert,92,Zona 07,Maringá,PR,
506,0,,2,1,1,"45,00","63,72","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4563923,-51.9234602,"Rua Cantor Raul Seixas,  - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,,Jardim Ipanema,Maringá,PR,
507,0,,2,1,1,"60,00","0,00","210.000,00",0,202,2,0,0,0,False,Apartamento,,,[],0,-23.4209995,-51.9330558,"Rua Cantor Raul Seixas, 343 - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,
508,0,,3,1,2,"79,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.449425,-51.925749,", 151 - Vila Marumby, Maringá - PR",,151,Vila Marumby,Maringá,PR,
509,3,,0,1,3,"151,71","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],1,-23.4355397,-51.9129735,"Avenida Guedner, 599, 23 - Zona 08, Maringá - PR",Avenida Guedner,599,Zona 08,Maringá,PR,23
510,0,,1,1,0,"21,94","0,00","210.000,00",0,405,4,0,0,0,False,Kitnet e Studio,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4115419,-51.94689069999998,"Rua Tietê, 629 - Zona 07, Maringá - PR",Rua Tietê,629,Zona 07,Maringá,PR,
511,0,,2,1,1,"0,00","62,00","210.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3919053,-51.98003259999999,"Rua Pioneiro Antônio Carnelossi, 721 - Parque Hortência, Maringá - PR",Rua Pioneiro Antônio Carnelossi,721,Parque Hortência,Maringá,PR,
512,0,,2,1,1,"65,00","87,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.41852900,-51.94542000,"Rua Fernão Dias, 246, centro, ii, 1º andar - Zona Armazém, Maringá - PR",Rua Fernão Dias,246,Zona Armazém,Maringá,PR,"centro, ii, 1º andar"
513,0,,3,1,1,"53,00","72,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.3995399475097660000000000,-51.9317321777343750000000000,"Rua João Luiz Dias, 507 - Parque Residencial Cidade Nova, Maringá - PR",Rua João Luiz Dias,507,Parque Residencial Cidade Nova,Maringá,PR,
514,1,,0,1,1,"50,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.41085990000000,-51.94266100000000,"Rua Osvaldo Cruz, 324, 105 - Zona 07, Maringá - PR",Rua Osvaldo Cruz,324,Zona 07,Maringá,PR,105
515,1,,0,0,1,"31,57","70,18","210.000,00",0,13,1,0,0,0,False,Kitnet e Studio,,,[],0,-23.4438967,-51.9375897,"Rua Professor Giampero Monacci, 482, apto. 13 - Jardim Novo Horizonte, Maringá - PR",Rua Professor Giampero Monacci,482,Jardim Novo Horizonte,Maringá,PR,apto. 13
516,0,,3,1,0,"90,00","106,00","210.000,00",0,,3,0,0,0,False,Apartamento,,,[],0,-23.4076703,-51.9420627,"Rua Bragança, 759, 3° andar - Zona 07, Maringá - PR",Rua Bragança,759,Zona 07,Maringá,PR,3° andar
517,0,,3,1,1,"53,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4484948,-51.9327841,"Avenida Cerro Azul, 2438, 34 - Zona 02, Maringá - PR",Avenida Cerro Azul,2438,Zona 02,Maringá,PR,34
518,0,,2,1,1,"45,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.45498600,-51.92424300,"Rua Cantor Raul Seixas, 343 - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,
519,0,,1,1,1,"21,94","46,20","210.000,00",0,405,3,0,0,0,False,Apartamento,,,[],0,-23.4117547,-51.9467225,"Rua Tietê, 629 - Zona 07, Maringá - PR",Rua Tietê,629,Zona 07,Maringá,PR,
520,1,,2,2,1,"77,00","81,00","210.000,00",0,,1,0,0,0,False,Apartamento,,,[],0,-23.4053690,-51.9459467,"Avenida Doutor Mário Clapier Urbinati, 724, bl b ap 02 - Zona 07, Maringá - PR",Avenida Doutor Mário Clapier Urbinati,724,Zona 07,Maringá,PR,bl b ap 02
521,1,,2,1,1,"80,00","80,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.40568500,-51.94456600,"Avenida Doutor Mário Clapier Urbinati, 724, bl i, apto 31 - Zona 07, Maringá - PR",Avenida Doutor Mário Clapier Urbinati,724,Zona 07,Maringá,PR,"bl i, apto 31"
522,0,,1,1,1,"23,95","34,75","210.000,00",0,KIT  41,4,0,0,0,False,Kitnet e Studio,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.41902,-51.939458599999966,"Avenida Tamandaré, 655, kit net 41 - Zona 01 Centro, Maringá - PR",Avenida Tamandaré,655,Zona 01 Centro,Maringá,PR,kit net 41
523,1,,0,1,1,"22,00","0,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.40941690000000,-51.94299569999998,"Rua Bragança, 43, 602 - Zona 07, Maringá - PR",Rua Bragança,43,Zona 07,Maringá,PR,602
524,0,,2,1,0,"45,00","56,00","210.000,00",0,,2º,1,0,0,False,Apartamento,,,[],0,-23.454959335258142,-51.92557096481323,"Rua Cantor Raul Seixas, 343 - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,
525,0,,2,1,1,"45,00","90,00","210.000,00",0,,,0,1,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4568937,-51.9224448,"Rua Cantor Raul Seixas, 343, bloco e - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,bloco e
526,0,,2,1,1,"0,00","68,62","210.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.384219757111204,-51.90687181534423,"Rua Pioneiro José de Paula, 1128, 1128 - Jardim Novo Alvorada, Maringá - PR",Rua Pioneiro José de Paula,1128,Jardim Novo Alvorada,Maringá,PR,1128
527,0,,3,1,1,"53,00","59,00","210.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.430974,-51.931397,"Avenida Cerro Azul,  - Zona 02, Maringá - PR",Avenida Cerro Azul,,Zona 02,Maringá,PR,
528,0,,2,1,3,"0,00","70,00","210.000,00",0,,,0,0,0,False,Casa,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.407943493734706,-51.87075840209093,"Rua Amélia Henrique, 47 - Conjunto Habitacional Requião, Maringá - PR",Rua Amélia Henrique,47,Conjunto Habitacional Requião,Maringá,PR,
529,0,,2,1,1,"47,00","0,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4209995,-51.9330558,",  - Jardim das Estações, Maringá - PR",,,Jardim das Estações,Maringá,PR,
530,1,,1,1,1,"52,00","59,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4497639,-51.9257079,"Rua Moscados, 112, bl 01 ap 303 - Vila Marumby, Maringá - PR",Rua Moscados,112,Vila Marumby,Maringá,PR,bl 01 ap 303
531,0,,2,1,1,"55,00","79,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.3885311,-51.9074166,"Rua Pioneiro Alfredo José da Costa, 472, ap 602 - Jardim Alvorada, Maringá - PR",Rua Pioneiro Alfredo José da Costa,472,Jardim Alvorada,Maringá,PR,ap 602
532,0,,3,1,1,"53,94","0,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.3970299,-51.9306007,",  - Parque Residencial Cidade Nova, Maringá - PR",,,Parque Residencial Cidade Nova,Maringá,PR,
533,0,,2,1,1,"46,00","0,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.38134440000000,-51.90554099999997,"Rua Maria de Fátima Contessoto, 215, 101 - Conjunto Habitacional Sol Nascente, Maringá - PR",Rua Maria de Fátima Contessoto,215,Conjunto Habitacional Sol Nascente,Maringá,PR,101
534,0,,2,1,1,"49,00","95,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.3888283,-51.9076029,"Rua Pioneiro Alfredo José da Costa, 438, bl a ap 309 - Jardim Alvorada, Maringá - PR",Rua Pioneiro Alfredo José da Costa,438,Jardim Alvorada,Maringá,PR,bl a ap 309
535,0,,2,1,1,"48,00","60,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],1,-23.466569317038072,-51.91003182883607,"Rua Pioneiro Paschoal Locatelli, 606, jardim madrid prox. mercado bom dia - Conjunto Residencial Cidade Alta, Maringá - PR",Rua Pioneiro Paschoal Locatelli,606,Conjunto Residencial Cidade Alta,Maringá,PR,jardim madrid prox. mercado bom dia
536,0,,2,1,1,"48,00","75,00","215.000,00",0,,4°,0,0,0,False,Apartamento,,,[],0,-23.3893165,-51.9080273,"Rua Pioneiro Alfredo José da Costa, 368, final da pedro taques - Jardim Alvorada III, Maringá - PR",Rua Pioneiro Alfredo José da Costa,368,Jardim Alvorada III,Maringá,PR,final da pedro taques
537,0,,2,1,1,"54,00","0,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.43914620000000,-51.92635500000000,"Rua Mem de Sá, 1805, 21 - Vila Bosque, Maringá - PR",Rua Mem de Sá,1805,Vila Bosque,Maringá,PR,21
538,1,,2,2,1,"63,00","104,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,,,"Rua Ernesto Mariucci, 480 - Jardim Aclimação, Maringá - PR",Rua Ernesto Mariucci,480,Jardim Aclimação,Maringá,PR,
539,0,,1,1,1,"24,00","58,00","215.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4077718,-51.9470506,"Rua Manoel de Macedo, 290 - Zona 07, Maringá - PR",Rua Manoel de Macedo,290,Zona 07,Maringá,PR,
540,0,,3,1,1,"77,00","81,00","217.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4053690,-51.9459467,"Avenida Doutor Mário Clapier Urbinati, 724, bloco g - apto 34 - Zona 07, Maringá - PR",Avenida Doutor Mário Clapier Urbinati,724,Zona 07,Maringá,PR,bloco g - apto 34
541,0,,2,1,1,"45,00","0,00","218.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.3906536102294920000000000,-51.9086112976074200000000000,"Rua Pioneiro Alfredo José da Costa, 218 - Jardim Alvorada, Maringá - PR",Rua Pioneiro Alfredo José da Costa,218,Jardim Alvorada,Maringá,PR,
542,0,,2,1,1,"45,62","63,73","219.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4557099,-51.9245815,",  - Jardim Ipanema, Maringá - PR",,,Jardim Ipanema,Maringá,PR,
543,0,,2,1,0,"45,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4551201,-51.9241275,"Rua Cantor Raul Seixas, 343, 402 - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,402
544,0,,2,1,1,"45,00","65,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4564276,-51.92305340000001,"Rua Cantor Raul Seixas, 343 - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,
545,0,,1,1,1,"27,33","65,55","220.000,00",0,,5,0,0,0,False,Apartamento,,,[],0,-23.4085792,-51.941178,"Rua Professor Guido Inácio Bersch, 178, apto 508 - Zona 07, Maringá - PR",Rua Professor Guido Inácio Bersch,178,Zona 07,Maringá,PR,apto 508
546,0,,1,1,0,"26,06","46,40","220.000,00",0,205,,0,0,0,False,Apartamento,,,[],0,-23.4087448,-51.9329175,"Rua Doutor Alberto Byngton Júnior, 192 - Vila Esperança, Maringá - PR",Rua Doutor Alberto Byngton Júnior,192,Vila Esperança,Maringá,PR,
547,0,,2,1,1,"46,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.39208100000000,-51.90638700000000,"Rua Chile, 1523, 108 - Jardim Alvorada, Maringá - PR",Rua Chile,1523,Jardim Alvorada,Maringá,PR,108
548,0,,2,1,0,"0,00","80,00","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3921951,-51.9681839,"Rua Surucuá, 428 - Conjunto Residencial Ney Braga, Maringá - PR",Rua Surucuá,428,Conjunto Residencial Ney Braga,Maringá,PR,
549,0,,2,1,1,"47,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.43673,-51.97474,"Avenida Pioneiro Antonio Ruiz Saldanha,  - Parque Industrial, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,,Parque Industrial,Maringá,PR,
550,0,,2,1,1,"45,00","0,00","220.000,00",0,,3,0,0,0,False,Apartamento,,,[],0,-23.397375292721698,-51.90863501954346,"Rua Chile, 1523 - Jardim Alvorada, Maringá - PR",Rua Chile,1523,Jardim Alvorada,Maringá,PR,
551,0,,2,1,1,"63,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.443908,-51.93137400000001,",  - Jardim Tabaete, Maringá - PR",,,Jardim Tabaete,Maringá,PR,
552,0,,2,1,1,"59,68","90,00","220.000,00",0,302,3,0,0,0,False,Apartamento,,,[],0,-23.4112924,-51.9409897,"Avenida Colombo, 6108, corresponde 2º andar - Zona 07, Maringá - PR",Avenida Colombo,6108,Zona 07,Maringá,PR,corresponde 2º andar
553,0,,2,1,1,"46,25","56,99","220.000,00",0,,,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4145945,-51.9100489,"Rua Chile, 1623 - Ebenezer, Maringá - PR",Rua Chile,1623,Ebenezer,Maringá,PR,
554,0,,3,2,1,"0,00","262,00","220.000,00",0,,,1,0,0,False,Casa,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.4443977,-51.89335,"Rua Pioneira Maria Lopes, 84 - Parque Residencial Aeroporto, Maringá - PR",Rua Pioneira Maria Lopes,84,Parque Residencial Aeroporto,Maringá,PR,
555,0,,1,1,0,"27,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4111285,-51.942042,"Rua Osvaldo Cruz, 273, 701 - Zona 07, Maringá - PR",Rua Osvaldo Cruz,273,Zona 07,Maringá,PR,701
556,0,,2,1,1,"45,60","91,20","220.000,00",0,,,0,1,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4551201,-51.9241275,"Rua Cantor Raul Seixas, 343, bloco e - Jardim Ipanema, Maringá - PR",Rua Cantor Raul Seixas,343,Jardim Ipanema,Maringá,PR,bloco e
557,0,,3,2,0,"55,00","55,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,,,",  - Conjunto Residencial Ney Braga, Maringá - PR",,,Conjunto Residencial Ney Braga,Maringá,PR,
558,1,,0,1,0,"39,53","57,82","220.000,00",0,11,,0,0,1,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4142673,-51.9354997,"Rua Marechal Floriano Peixoto, 1487, terreo - Zona 07, Maringá - PR",Rua Marechal Floriano Peixoto,1487,Zona 07,Maringá,PR,terreo
559,0,,2,1,1,"45,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.3896434,-51.9050357,", 1624 - Ebenezer, Maringá - PR",,1624,Ebenezer,Maringá,PR,
560,0,,3,1,3,"0,00","140,00","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3955407343446,-51.96798530697015,"Rua Perdiz, 117 - Conjunto Residencial Ney Braga, Maringá - PR",Rua Perdiz,117,Conjunto Residencial Ney Braga,Maringá,PR,
561,0,,2,1,1,"0,00","56,00","220.000,00",0,207,,0,0,0,False,Apartamento,,,[],0,-23.3893165,-51.9080273,"Rua Pioneiro Alfredo José da Costa, 368 - Jardim Alvorada III, Maringá - PR",Rua Pioneiro Alfredo José da Costa,368,Jardim Alvorada III,Maringá,PR,
562,0,,2,1,2,"0,00","0,00","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4209995,-51.9330558,"Rua Elpídio Francisco Costa, 94 - Conjunto Habitacional Requião, Maringá - PR",Rua Elpídio Francisco Costa,94,Conjunto Habitacional Requião,Maringá,PR,
563,0,,2,1,1,"54,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4368686676025400000000000,-51.9750823974609400000000000,"Avenida Pioneiro Antonio Ruiz Saldanha, 730 - Jardim das Estações, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,730,Jardim das Estações,Maringá,PR,
564,1,,0,1,1,"27,33","65,55","220.000,00",0,,5,0,0,0,False,Apartamento,,,[],0,-23.4085792,-51.941178,"Rua Professor Guido Inácio Bersch, 178, apto 507 - Zona 07, Maringá - PR",Rua Professor Guido Inácio Bersch,178,Zona 07,Maringá,PR,apto 507
565,0,,1,1,1,"35,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4163266,-51.9469747,"Rua José Clemente, 781, 06 - Zona 07, Maringá - PR",Rua José Clemente,781,Zona 07,Maringá,PR,06
566,0,,2,1,2,"0,00","58,00","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.41461500,-51.86408900,"Rua José Toral Querubim, 2000 - Conjunto Habitacional Requião, Maringá - PR",Rua José Toral Querubim,2000,Conjunto Habitacional Requião,Maringá,PR,
567,0,,1,1,1,"23,30","23,30","220.000,00",0,62,,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4193462,-51.9391274,"Avenida Tamandaré, 655 - Zona 01 Centro, Maringá - PR",Avenida Tamandaré,655,Zona 01 Centro,Maringá,PR,
568,0,,2,1,1,"0,00","60,79","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.406604262953174,-51.9778768180618,"Rua Quero-Quero, 239B - Jardim Olímpico, Maringá - PR",Rua Quero-Quero,239B,Jardim Olímpico,Maringá,PR,
569,0,,1,1,1,"36,00","71,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4114442,-51.9480189,"Rua Quintino Bocaiúva, 779, ap 16 - Zona 07, Maringá - PR",Rua Quintino Bocaiúva,779,Zona 07,Maringá,PR,ap 16
570,0,,2,1,1,"47,00","0,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.3901235,-51.9109278,"Rua Vítor do Amaral, 742, 108 - Jardim Alvorada, Maringá - PR",Rua Vítor do Amaral,742,Jardim Alvorada,Maringá,PR,108
571,0,,2,1,1,"48,00","0,00","220.000,00",0,157,5,0,0,0,False,Apartamento,,,[],0,-23.3901235,-51.9109278,"Rua Vítor do Amaral, 742 - Jardim Alvorada, Maringá - PR",Rua Vítor do Amaral,742,Jardim Alvorada,Maringá,PR,
572,1,,2,1,1,"0,00","100,00","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.39518535482645,-51.96659660735523,"Rua Tucano, 101 - Conjunto Residencial Ney Braga, Maringá - PR",Rua Tucano,101,Conjunto Residencial Ney Braga,Maringá,PR,
573,0,,2,1,1,"45,86","56,36","220.000,00",0,605,,0,1,1,False,Apartamento,,,[],0,-23.4254231,-51.9691948,"Rua Castro Alves, 728, bloco 02 - Zona 06, Maringá - PR",Rua Castro Alves,728,Zona 06,Maringá,PR,bloco 02
574,0,,1,1,1,"36,00","83,00","220.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4230803,-51.9370062,"Rua Neo Alves Martins, 2397, ap 102 - Zona 01 Centro, Maringá - PR",Rua Neo Alves Martins,2397,Zona 01 Centro,Maringá,PR,ap 102
575,0,,3,2,3,"0,00","85,00","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4697093963623050000000000,-51.9276771545410160000000000,"Rua Pioneira Fumi Tanoue, 173 - Parque Tarumã, Maringá - PR",Rua Pioneira Fumi Tanoue,173,Parque Tarumã,Maringá,PR,
576,0,,2,1,0,"0,00","50,00","220.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4209995,-51.9330558,"Rua Pioneiro João Custódio Pereira, 249 - Parque Tarumã, Maringá - PR",Rua Pioneiro João Custódio Pereira,249,Parque Tarumã,Maringá,PR,
577,0,,1,1,0,"26,06","46,40","220.000,00",0,305,3,0,0,0,False,Apartamento,,,[],0,-23.4087448,-51.93291749999999,"Rua Doutor Alberto Byngton Júnior, 192 - Vila Esperança, Maringá - PR",Rua Doutor Alberto Byngton Júnior,192,Vila Esperança,Maringá,PR,
578,0,,2,1,1,"46,00","55,00","220.000,00",0,,1,0,0,0,False,Apartamento,,,[],0,-23.4368764,-51.9747953,"Avenida Pioneiro Antonio Ruiz Saldanha, 730, 302 - Parque Industrial, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,730,Parque Industrial,Maringá,PR,302
579,1,,0,1,1,"36,00","0,00","220.000,00",0,,,0,0,0,False,Kitnet e Studio,,,[],0,-23.42308030000000,-51.93700620000000,"Rua Neo Alves Martins, 2397, 105 - Zona 01 Centro, Maringá - PR",Rua Neo Alves Martins,2397,Zona 01 Centro,Maringá,PR,105
