,suites,rooms,dorms,bwc,parking_spaces,private_area,total_area,total,variation,apartment,floor,dream_property,mcmv,academic_regions,digital_fair,subtype_name,lot,block,tags,royalty_value,latitude,longitude,address.complete,address.street,address.number,address.neighborhood,address.city,address.uf,address.complement
0,1,,0,1,1,"21,71","54,00","169.000,00",0,307,3,0,0,0,False,Apartamento,,,[],0,-23.4094169,-51.9429957,"Rua Bragança, 43 - Zona 07, Maringá - PR",Rua Bragança,43,Zona 07,Maringá,PR,
1,0,,2,1,1,"47,00","0,00","250.000,00",0,,,0,0,0,False,Apartamento,,,[],0,,,"Avenida Pioneiro Antonio Ruiz Saldanha,  - Parque Industrial, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,,Parque Industrial,Maringá,PR,
2,1,,1,2,1,"53,50","103,00","288.574,34",0,,3,0,0,0,False,Apartamento,,,"[{'name': 'Aceita permuta', 'order': 7}]",1,-23.4154856,-51.9292466,"Rua Marechal Floriano Peixoto, 237, fundos - vista p/ catedral - Zona 07, Maringá - PR",Rua Marechal Floriano Peixoto,237,Zona 07,Maringá,PR,fundos - vista p/ catedral
3,0,,2,1,1,"54,24","78,48","300.000,00",0,807,8,0,0,1,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4019932,-51.9303597,"Rua Olímpio Mendes da Rocha, 355 - Vila Esperança, Maringá - PR",Rua Olímpio Mendes da Rocha,355,Vila Esperança,Maringá,PR,
4,1,,2,2,1,"68,71","88,75","309.000,00",0,12,1,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.43525870420274,-51.925595052639764,"Rua Marciano Halchuk, 356, bloco g - Vila Bosque, Maringá - PR",Rua Marciano Halchuk,356,Vila Bosque,Maringá,PR,bloco g
5,1,,2,0,1,"85,00","0,00","310.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4143524169921880000000000,-51.9362335205078100000000000,",  - Zona 07, Maringá - PR",,,Zona 07,Maringá,PR,
6,0,,2,1,1,"49,00","60,00","330.000,00",0,,6,0,0,0,False,Apartamento,,,[],0,,,"Avenida Pioneiro Antonio Ruiz Saldanha, 1733, 605 - Jardim das Estações, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,1733,Jardim das Estações,Maringá,PR,605
7,0,,2,2,2,"0,00","114,00","330.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3870424,-51.9004748,"Rua Pioneiro José de Paula, 396 - Jardim Novo Alvorada, Maringá - PR",Rua Pioneiro José de Paula,396,Jardim Novo Alvorada,Maringá,PR,
8,0,,1,1,1,"32,00","68,00","335.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4138577,-51.9416863,"Rua Campos Sales, 210, apto 303 - Zona 07, Maringá - PR",Rua Campos Sales,210,Zona 07,Maringá,PR,apto 303
9,1,,0,1,1,"52,38","68,21","336.400,00",0,02,Térreo,0,0,0,False,Apartamento,,,[],0,-23.453121369942636,-51.93736692009887,"Rua Pioneiro Marcelino Girotto, 85 - Jardim Itália II, Maringá - PR",Rua Pioneiro Marcelino Girotto,85,Jardim Itália II,Maringá,PR,
10,0,,2,1,1,"46,73","89,00","340.000,00",0,602,6º,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.425370700000002,-51.92438560000001,"Rua Marcílio Dias,  - Zona 03, Maringá - PR",Rua Marcílio Dias,,Zona 03,Maringá,PR,
11,0,,2,1,1,"59,00","95,00","340.000,00",0,,5,0,0,0,False,Apartamento,,,[],0,-13.90108184065817,-50.713421874999995,"Rua Assunção, 507 - Vila Marumby, Maringá - PR",Rua Assunção,507,Vila Marumby,Maringá,PR,
12,0,,3,2,1,"74,69","108,02","349.000,00",0,,,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.416024699999983,-51.9293337,"Rua Marechal Deodoro, 674 - Zona 07, Maringá - PR",Rua Marechal Deodoro,674,Zona 07,Maringá,PR,
13,1,,2,2,1,"0,00","78,64","369.000,00",0,,,0,0,0,False,Casa,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.37701299999999,-51.95159800000001,"Rua Edézio de Almeida Lima, 160 - Jardim Monte Rei, Maringá - PR",Rua Edézio de Almeida Lima,160,Jardim Monte Rei,Maringá,PR,
14,0,,2,1,1,"55,00","0,00","370.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.44786400,-51.92000300,"Rua Ernesto Mariucci, 442 - Jardim Aclimação, Maringá - PR",Rua Ernesto Mariucci,442,Jardim Aclimação,Maringá,PR,
15,0,,2,1,1,"55,17","104,40","375.000,00",0,1301,13,0,0,1,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4075546,-51.94549940000002,"Rua Jangada, 403 - Zona 07, Maringá - PR",Rua Jangada,403,Zona 07,Maringá,PR,
16,1,,1,2,1,"59,00","0,00","380.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.41762400,-51.95667000,"Rua Rui Barbosa, 1262 - Zona 07, Maringá - PR",Rua Rui Barbosa,1262,Zona 07,Maringá,PR,
17,1,,2,2,2,"0,00","94,00","385.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3791198730468750000000000,-51.9273986816406250000000000,"Rua Allan Kardec,  - Parque Avenida, Maringá - PR",Rua Allan Kardec,,Parque Avenida,Maringá,PR,
18,0,,3,2,2,"0,00","120,00","390.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4571330835944850000000000,-51.9352184617414200000000000,"Rua Galáxia,  - Jardim Universo, Maringá - PR",Rua Galáxia,,Jardim Universo,Maringá,PR,
19,1,,2,2,1,"108,24","154,38","390.000,00",0,301,3º,0,0,0,False,Apartamento,,,[],0,-23.4263053,-51.93331329999999,"Avenida São Paulo, 1506 - Zona 02, Maringá - PR",Avenida São Paulo,1506,Zona 02,Maringá,PR,
20,1,,2,3,2,"0,00","127,00","398.000,00",0,,,0,1,0,False,Casa,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4209995,-51.9330558,"Rua Clodimar Pedrosa Lô, 571 - Loteamento Madrid, Maringá - PR",Rua Clodimar Pedrosa Lô,571,Loteamento Madrid,Maringá,PR,
21,1,,2,2,2,"0,00","80,00","400.000,00",0,,,0,0,0,False,Casa,,,[],0,,,"Rua Orlândia,  - Parque das Laranjeiras, Maringá - PR",Rua Orlândia,,Parque das Laranjeiras,Maringá,PR,
22,1,,1,2,0,"52,00","0,00","406.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4075577551488830000000000,-51.9457239753560200000000000,"Rua Jangada,  - Zona 07, Maringá - PR",Rua Jangada,,Zona 07,Maringá,PR,
23,1,,2,2,0,"99,00","0,00","420.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4156225,-51.9308138,"Rua Marechal Deodoro, 820, 302 - Zona 07, Maringá - PR",Rua Marechal Deodoro,820,Zona 07,Maringá,PR,302
24,1,,2,2,2,"0,00","79,00","420.000,00",0,,,0,0,0,False,Casa,,,[],0,,,"Rua Porto Seguro,  - Conjunto João de Barro Itaparica, Maringá - PR",Rua Porto Seguro,,Conjunto João de Barro Itaparica,Maringá,PR,
25,0,,2,3,3,"0,00","99,00","424.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3918946674402160000000000,-51.9398920040716400000000000,"Rua Bonsai,  - Jardim Imperial II, Maringá - PR",Rua Bonsai,,Jardim Imperial II,Maringá,PR,
26,0,,2,1,1,"55,00","0,00","425.000,00",0,705,,0,0,0,False,Apartamento,,,[],0,-23.4468027,-51.9194791,"Rua Ernesto Mariucci, 366, torre ""b - Jardim Aclimação, Maringá - PR",Rua Ernesto Mariucci,366,Jardim Aclimação,Maringá,PR,"torre ""b"
27,1,,2,2,3,"0,00","150,00","430.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3802534,-51.9670731,"Rua Pioneiro Salvador Kessa, 999 - Jardim Rebouças, Maringá - PR",Rua Pioneiro Salvador Kessa,999,Jardim Rebouças,Maringá,PR,
28,1,,2,2,2,"0,00","96,00","430.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4077589242723580000000000,-51.8688073915167960000000000,"Rua Francisco Dias de Aro,  - Jardim Paulista III, Maringá - PR",Rua Francisco Dias de Aro,,Jardim Paulista III,Maringá,PR,
29,0,,2,1,1,"54,00","0,00","440.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4466550344735200000000000,-51.9195971212643000000000000,"Rua Ernesto Mariucci,  - Jardim Aclimação, Maringá - PR",Rua Ernesto Mariucci,,Jardim Aclimação,Maringá,PR,
30,1,,2,2,1,"0,00","102,00","440.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3947648,-51.9361207,"Rua Netuno, 52, b - Jardim Imperial II, Maringá - PR",Rua Netuno,52,Jardim Imperial II,Maringá,PR,b
31,1,,1,2,1,"51,40","103,83","449.500,00",0,1701,17,0,0,0,False,Apartamento,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.422560700000002,-51.9410905,"Rua Neo Alves Martins, 2814, ap 1701 - Zona 01 Centro, Maringá - PR",Rua Neo Alves Martins,2814,Zona 01 Centro,Maringá,PR,ap 1701
32,1,,2,2,2,"0,00","110,00","450.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3752709823758500000000000,-51.9624342040721700000000000,"Rua Limeira,  - Residencial Ícaro, Maringá - PR",Rua Limeira,,Residencial Ícaro,Maringá,PR,
33,1,,2,2,3,"0,00","114,00","450.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3749899959781470000000000,-51.9245484663776650000000000,"Rua Eloi Moreira de Souza,  - Jardim Dias I, Maringá - PR",Rua Eloi Moreira de Souza,,Jardim Dias I,Maringá,PR,
34,1,,2,2,0,"0,00","90,00","456.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4115506965907230000000000,-51.9654705040709900000000000,"Rua Pioneira Rosa Portela da Silva,  - Jardim Montreal, Maringá - PR",Rua Pioneira Rosa Portela da Silva,,Jardim Montreal,Maringá,PR,
35,1,,1,2,1,"51,00","105,00","459.000,00",0,,7,0,0,0,False,Apartamento,,,[],0,-23.4144461,-51.9301031,"Rua Francisco Glicério, 787, ap 704 - Zona 07, Maringá - PR",Rua Francisco Glicério,787,Zona 07,Maringá,PR,ap 704
36,1,,2,2,3,"0,00","110,00","459.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4026121,-51.9252037,"Rua Marechal Mascarenhas de Moraes, 286, esquina - Jardim Alvorada, Maringá - PR",Rua Marechal Mascarenhas de Moraes,286,Jardim Alvorada,Maringá,PR,esquina
37,1,,2,0,2,"0,00","112,00","460.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4087020125966170000000000,-51.8652695042926100000000000,"Rua Pioneiro Walcyr Baveloni,  - Jardim Paulista III, Maringá - PR",Rua Pioneiro Walcyr Baveloni,,Jardim Paulista III,Maringá,PR,
38,1,,1,2,1,"64,00","101,00","460.000,00",0,,9,0,0,0,False,Apartamento,,,[],0,-23.4129760,-51.9450813,"Rua Marquês de Abrantes, , 901 - Zona 07, Maringá - PR",Rua Marquês de Abrantes,,Zona 07,Maringá,PR,901
39,0,,3,1,2,"0,00","220,00","460.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4152644,-51.9086780,"Rua Guadalajara, 837, casa - Vila Morangueira, Maringá - PR",Rua Guadalajara,837,Vila Morangueira,Maringá,PR,casa
40,1,,2,3,1,"120,00","173,00","460.000,00",0,,3,0,0,0,False,Apartamento,,,[],0,-23.4105825,-51.9327142,"Rua 10 de Maio, 99, ap 302 - Zona 07, Maringá - PR",Rua 10 de Maio,99,Zona 07,Maringá,PR,ap 302
41,2,,0,0,2,"0,00","117,00","479.000,00",0,,,0,0,0,False,Casa,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.3865183096803200000000000,-51.9234477482509900000000000,"Rua Pioneiro José Garbieri,  - Jardim Tóquio, Maringá - PR",Rua Pioneiro José Garbieri,,Jardim Tóquio,Maringá,PR,
42,1,,1,2,1,"52,00","104,00","479.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4226284027099600000000000,-51.9410324096679700000000000,"Rua Neo Alves Martins,  - Zona 01 Centro, Maringá - PR",Rua Neo Alves Martins,,Zona 01 Centro,Maringá,PR,
43,1,,2,2,2,"0,00","93,00","480.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4094331014797850000000000,-51.8695790471566400000000000,"Rua Hypólito Nogueira Porto,  - Conjunto Habitacional Requião, Maringá - PR",Rua Hypólito Nogueira Porto,,Conjunto Habitacional Requião,Maringá,PR,
44,1,,2,2,2,"0,00","103,00","480.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3942017,-51.8994091,"Rua Rio Amazonas, 45 - Conjunto Residencial Paulino Carlos Filho, Maringá - PR",Rua Rio Amazonas,45,Conjunto Residencial Paulino Carlos Filho,Maringá,PR,
45,1,,2,2,1,"85,00","85,00","480.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-51.9201683,-23.41776150000001,",  - Zona 07, Maringá - PR",,,Zona 07,Maringá,PR,
46,1,,2,2,2,"75,00","105,00","490.000,00",0,1002,10,0,0,1,False,Apartamento,,,[],0,-23.4384993,-51.9272058,"Rua Mem de Sá, 1703, torre b - Vila Bosque, Maringá - PR",Rua Mem de Sá,1703,Vila Bosque,Maringá,PR,torre b
47,0,,3,2,2,"0,00","148,00","491.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4199576293944460000000000,-51.8816581040707800000000000,"Rua Barcelona,  - Jardim Atlanta, Maringá - PR",Rua Barcelona,,Jardim Atlanta,Maringá,PR,
48,1,,2,2,2,"0,00","105,00","495.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3817963,-51.96009,"Rua Pioneira Norvina Maria Gonçalves, 902 - Jardim Império do Sol, Maringá - PR",Rua Pioneira Norvina Maria Gonçalves,902,Jardim Império do Sol,Maringá,PR,
49,1,,2,2,2,"0,00","183,00","498.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.423648500000006,-51.889615400000004,"Rua Amílcar Vecchi, 574 - Jardim América, Maringá - PR",Rua Amílcar Vecchi,574,Jardim América,Maringá,PR,
50,1,,1,2,1,"64,00","105,00","499.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4473886,-51.9118081,"Avenida Senador Petrônio Portela, 1021, apto 304 - Jardim Aclimação, Maringá - PR",Avenida Senador Petrônio Portela,1021,Jardim Aclimação,Maringá,PR,apto 304
51,1,,2,2,1,"70,00","0,00","500.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4136026569826400000000000,-51.9323118906971700000000000,"Rua Francisco Glicério,  - Zona 07, Maringá - PR",Rua Francisco Glicério,,Zona 07,Maringá,PR,
52,1,,1,2,0,"55,00","0,00","504.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4138141843188700000000000,-51.9338888753558900000000000,"Rua Marechal Floriano Peixoto,  - Zona 07, Maringá - PR",Rua Marechal Floriano Peixoto,,Zona 07,Maringá,PR,
53,1,,1,2,1,"60,00","0,00","506.000,00",0,,,0,0,0,False,Apartamento,,,[],0,,,"Rua Professora Maria Cleusa Milléo Romano,  - Jardim Santa Rosa, Maringá - PR",Rua Professora Maria Cleusa Milléo Romano,,Jardim Santa Rosa,Maringá,PR,
54,0,,1,1,1,"52,00","104,00","509.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4226284027099600000000000,-51.9410324096679700000000000,"Rua Neo Alves Martins,  - Zona 01 Centro, Maringá - PR",Rua Neo Alves Martins,,Zona 01 Centro,Maringá,PR,
55,1,,2,4,1,"0,00","172,00","510.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3861877,-51.9597603,"Rua Quintiliano Diniz de Souza, 142 - Jardim Paris III, Maringá - PR",Rua Quintiliano Diniz de Souza,142,Jardim Paris III,Maringá,PR,
56,1,,2,2,1,"76,00","113,00","510.000,00",0,,1,0,0,0,False,Apartamento,,,[],0,-23.4369872,-51.9114442,"Avenida Londrina, 934, torre veneza - Zona 08, Maringá - PR",Avenida Londrina,934,Zona 08,Maringá,PR,torre veneza
57,1,,1,2,1,"58,00","58,00","513.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4147646,-51.9355356,"Rua Marechal Deodoro, 1322 - Zona 07, Maringá - PR",Rua Marechal Deodoro,1322,Zona 07,Maringá,PR,
58,0,,3,1,1,"65,00","0,00","520.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4472727991939070000000000,-51.9199579217253560000000000,"Rua Ernesto Mariucci,  - Jardim Aclimação, Maringá - PR",Rua Ernesto Mariucci,,Jardim Aclimação,Maringá,PR,
59,1,,2,2,3,"0,00","152,00","520.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4539481850322350000000000,-51.9045651752338600000000000,"Rua Pioneiro Alziro Pozzi,  - Jardim São Silvestre, Maringá - PR",Rua Pioneiro Alziro Pozzi,,Jardim São Silvestre,Maringá,PR,
60,1,,2,2,2,"0,00","125,00","520.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4307919636935330000000000,-51.9699760175628000000000000,"Rua Presidente Humberto de Alencar Castelo Branco,  - Zona 05, Maringá - PR",Rua Presidente Humberto de Alencar Castelo Branco,,Zona 05,Maringá,PR,
61,1,,2,2,2,"0,00","122,00","520.000,00",0,,,0,0,0,False,Casa,,,"[{'name': 'Financiável', 'order': 6}]",0,,,"Rua Pioneira Alba Sanna Biagi,  - Jardim Dias I, Maringá - PR",Rua Pioneira Alba Sanna Biagi,,Jardim Dias I,Maringá,PR,
62,1,,2,2,1,"65,00","108,00","520.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.45126100,-51.92191300,"Rua 28.225, 442 - Jardim Aclimação, Maringá - PR",Rua 28.225,442,Jardim Aclimação,Maringá,PR,
63,1,,2,2,1,"69,40","135,90","520.000,00",0,305,3,0,0,0,False,Apartamento,,,[],0,-23.434308110253205,-51.926077789596555,"Rua Jaracatiá, 248 - Vila Bosque, Maringá - PR",Rua Jaracatiá,248,Vila Bosque,Maringá,PR,
64,1,,2,2,1,"0,00","133,00","530.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4431669,-51.9294560,"Rua Adolfo Alves Ferreira, 323 - Vila Marumby, Maringá - PR",Rua Adolfo Alves Ferreira,323,Vila Marumby,Maringá,PR,
65,1,,1,2,1,"59,00","0,00","539.900,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4342493721911800000000000,-51.9115212618612460000000000,"Rua São Cristóvão,  - Zona 08, Maringá - PR",Rua São Cristóvão,,Zona 08,Maringá,PR,
66,1,,2,3,2,"0,00","144,28","549.000,00",0,,,0,0,1,False,Casa,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4209995,-51.9330558,"Rua Osaka, 228, casa - Jardim Imperial II, Maringá - PR",Rua Osaka,228,Jardim Imperial II,Maringá,PR,casa
67,1,,2,2,2,"0,00","100,00","549.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4118660,-51.9114630,"Rua Manágua, 302 - Vila Morangueira, Maringá - PR",Rua Manágua,302,Vila Morangueira,Maringá,PR,
68,1,,1,2,1,"88,29","140,32","550.000,00",0,502,5,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}, {'name': 'Aceita permuta', 'order': 7}]",1,-23.4225607,-51.94109049999999,"Rua Neo Alves Martins, 2814 - Zona 01 Centro, Maringá - PR",Rua Neo Alves Martins,2814,Zona 01 Centro,Maringá,PR,
69,1,,2,2,2,"0,00","99,00","550.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4078011452633630000000000,-51.8987175022203100000000000,"Rua Sequóia,  - Jardim Pinheiros, Maringá - PR",Rua Sequóia,,Jardim Pinheiros,Maringá,PR,
70,1,,2,2,2,"0,00","137,00","555.000,00",0,,,0,0,0,False,Casa,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.3701896667480470000000000,-51.9447174072265600000000000,"Rua Professora Maria de Lourdes Antunes Planas,  - Jardim Oriental, Maringá - PR",Rua Professora Maria de Lourdes Antunes Planas,,Jardim Oriental,Maringá,PR,
71,1,,1,2,1,"60,00","104,00","558.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4148006439209000000000000,-51.9303665161132800000000000,"Rua Marechal Floriano Peixoto,  - Zona 07, Maringá - PR",Rua Marechal Floriano Peixoto,,Zona 07,Maringá,PR,
72,1,,2,2,2,"0,00","108,00","560.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3673253528866950000000000,-51.9467181040722800000000000,"Rua Pioneiro Waldemar Buosi,  - Jardim Oriental, Maringá - PR",Rua Pioneiro Waldemar Buosi,,Jardim Oriental,Maringá,PR,
73,1,,2,2,2,"0,00","122,00","565.000,00",0,,,0,0,0,False,Casa,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4209995,-51.9330558,"Rua Pioneiro Noriyaso Ishikawa, 1801 - Jardim Iguaçu, Maringá - PR",Rua Pioneiro Noriyaso Ishikawa,1801,Jardim Iguaçu,Maringá,PR,
74,1,,2,2,1,"80,00","149,00","584.399,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4494848,-51.9254407,"Rua Moscados, 150 - Vila Marumby, Maringá - PR",Rua Moscados,150,Vila Marumby,Maringá,PR,
75,0,,0,0,0,"31,58","58,83","588.780,12",0,1706,17,0,0,0,False,Apartamento,,,[],0,-23.442052563868415,-51.93902963704843,"Avenida Comendador Amorim Pedrosa Moleirinho, , cidade aruna - Vila Emília, Maringá - PR",Avenida Comendador Amorim Pedrosa Moleirinho,,Vila Emília,Maringá,PR,cidade aruna
76,1,,2,2,2,"0,00","105,00","590.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3825187683105470000000000,-51.9572563171386700000000000,"Rua Pioneiro Aníbal Borin,  - Jardim Paris, Maringá - PR",Rua Pioneiro Aníbal Borin,,Jardim Paris,Maringá,PR,
77,1,,2,1,2,"0,00","249,15","590.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.41174539999998,-51.9227272,"Rua Américo Brasiliense, 791 - Vila Morangueira, Maringá - PR",Rua Américo Brasiliense,791,Vila Morangueira,Maringá,PR,
78,1,,2,0,2,"0,00","99,00","590.000,00",0,,,0,0,0,False,Casa,,,[],0,,,",  - Conjunto Residencial Itamaraty, Maringá - PR",,,Conjunto Residencial Itamaraty,Maringá,PR,
79,1,,1,2,1,"64,76","104,00","590.000,00",0,405,4,0,0,1,False,Apartamento,,,[],0,-23.4474016,-51.9118153,"Avenida Senador Petrônio Portela, 1021, 405/torre 01 - Jardim Aclimação, Maringá - PR",Avenida Senador Petrônio Portela,1021,Jardim Aclimação,Maringá,PR,405/torre 01
80,1,,2,3,2,"0,00","161,00","599.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4037370,-51.9612119,"Rua Vereador Arlindo Planas, 1886 - Jardim Seminário, Maringá - PR",Rua Vereador Arlindo Planas,1886,Jardim Seminário,Maringá,PR,
81,1,,2,3,2,"0,00","114,00","599.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3763941,-51.9543484,"Rua Marçal Candido Siqueira, sn - Jardim Monte Rei, Maringá - PR",Rua Marçal Candido Siqueira,sn,Jardim Monte Rei,Maringá,PR,
82,0,,1,1,1,"44,00","0,00","617.530,00",0,114,,0,0,0,False,Apartamento,,,[],0,-23.4426412,-51.9218456,"Avenida Senador Petrônio Portela, 1 - Jardim Aclimação, Maringá - PR",Avenida Senador Petrônio Portela,1,Jardim Aclimação,Maringá,PR,
83,0,,2,2,5,"0,00","145,00","620.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4549350738525400000000000,-51.9573211669921900000000000,"Rua Luíza Zequim,  - Jardim Santa Rosa, Maringá - PR",Rua Luíza Zequim,,Jardim Santa Rosa,Maringá,PR,
84,1,,2,2,2,"75,00","112,00","620.000,00",0,1001,10º,0,0,0,False,Apartamento,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.4369872,-51.9114442,"Avenida Londrina, 934, torre veneza - Zona 08, Maringá - PR",Avenida Londrina,934,Zona 08,Maringá,PR,torre veneza
85,1,,1,2,2,"73,00","195,00","625.000,00",0,,12,0,0,0,False,Apartamento,,,[],0,-23.4180961,-51.9277557,"Avenida Bento Munhoz da Rocha Netto, 534, 12° andar - Zona 07, Maringá - PR",Avenida Bento Munhoz da Rocha Netto,534,Zona 07,Maringá,PR,12° andar
86,1,,2,2,1,"0,00","126,00","630.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3895984,-51.9710392,"Rua Pioneiro Olindo Alcini, 2028, residencia _a - Jardim Três Lagoas, Maringá - PR",Rua Pioneiro Olindo Alcini,2028,Jardim Três Lagoas,Maringá,PR,residencia _a
87,1,,1,1,1,"51,00","0,00","631.501,44",0,,,0,0,0,False,Apartamento,,,[],0,,,",  - Zona 07, Maringá - PR",,,Zona 07,Maringá,PR,
88,1,,2,3,3,"122,00","156,00","636.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4320079997161000000000000,-51.9299466330260000000000000,"Avenida São Paulo,  - Zona 02, Maringá - PR",Avenida São Paulo,,Zona 02,Maringá,PR,
89,1,,2,3,2,"0,00","137,00","636.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3847778465512980000000000,-51.9181314772040700000000000,"Rua Sebastião de Paula E Silva,  - Parque Avenida, Maringá - PR",Rua Sebastião de Paula E Silva,,Parque Avenida,Maringá,PR,
90,1,,1,2,0,"74,00","74,00","645.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4170166,-51.9475276,"Rua Benjamin Constant, 418 - Zona 07, Maringá - PR",Rua Benjamin Constant,418,Zona 07,Maringá,PR,
91,1,,2,2,2,"129,00","214,00","650.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4146765,-51.9452986,"Rua Campos Sales, 596, ap 702 - Zona 07, Maringá - PR",Rua Campos Sales,596,Zona 07,Maringá,PR,ap 702
92,1,,2,2,4,"0,00","257,00","650.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4512376674357700000000000,-51.9594640617414600000000000,"Rua das Tipuanas,  - Conjunto Habitacional Inocente Vila Nova Júnior, Maringá - PR",Rua das Tipuanas,,Conjunto Habitacional Inocente Vila Nova Júnior,Maringá,PR,
93,1,,2,2,2,"0,00","136,00","650.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4138641,-51.9533247,"Rua Alba Guimarães, 472, esquina - Zona 07, Maringá - PR",Rua Alba Guimarães,472,Zona 07,Maringá,PR,esquina
94,1,,2,2,2,"0,00","140,00","650.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4591655731201170000000000,-51.9681854248046900000000000,"Rua João Florentino,  - Jardim Espanha, Maringá - PR",Rua João Florentino,,Jardim Espanha,Maringá,PR,
95,1,,1,2,2,"70,00","0,00","650.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4385739,-51.9382389,", 445 - Vila Cleópatra, Maringá - PR",,445,Vila Cleópatra,Maringá,PR,
96,1,,2,1,3,"0,00","136,70","660.000,00",0,,,0,0,0,False,Casa,,,"[{'name': 'Financiável', 'order': 6}, {'name': 'Aceita permuta', 'order': 7}]",0,-23.4209995,-51.9330558,", 323 - Bom Jardim, Maringá - PR",,323,Bom Jardim,Maringá,PR,
97,1,,2,2,2,"0,00","110,00","660.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4469394683837900000000000,-51.9449615478515600000000000,"Rua Pioneiro Francisco Alcalde,  - Jardim Higienópolis, Maringá - PR",Rua Pioneiro Francisco Alcalde,,Jardim Higienópolis,Maringá,PR,
